task,topology,mas_prompt,sample_idx,gold,prediction,correct,target_seed,matched_trajectories,num_repeated_trajectories,uprop_uncertainty,intrinsic_uncertainty,extrinsic_uncertainty,mean_step_pe
medqa,sequential,role,246,d,a,0,42,2,10,128.8566469873566,516.200761608314,4.1331530123450095,129.0501904020785
medqa,sequential,role,247,c,c,1,42,2,10,143.03222656852907,572.9793705791407,4.517244336840056,143.24484264478517
medqa,sequential,role,248,c,a,0,42,8,10,137.71946700522284,551.6689821240341,5.162652924882514,137.91724553100852
medqa,sequential,role,249,a,None,0,42,6,10,154.0545372532968,616.8253113393293,4.3146649973428035,154.20632783483234
medqa,sequential,role,250,d,d,1,42,4,10,149.4039465433925,598.0616815817895,3.971585172640634,149.51542039544736
medqa,sequential,role,251,b,None,0,42,5,10,144.08494298793443,576.8170120664117,2.9679006082232333,144.20425301660293
medqa,sequential,role,252,d,a,0,42,2,10,129.8552127419569,520.3178484847188,4.436896734326075,130.0794621211797
medqa,sequential,role,253,c,c,1,42,8,10,139.73814837002695,559.4438427023019,4.213801751930085,139.86096067557548
medqa,sequential,role,254,d,b,0,42,3,10,159.0976172829721,637.5356673415039,7.077863941438341,159.38391683537597
medqa,sequential,role,255,c,None,0,42,10,10,135.02239294990076,540.4953235889424,2.6371382649844413,135.1238308972356
medqa,sequential,role,256,c,d,0,42,3,10,119.90555253060234,480.47595398529944,7.298856350201954,120.11898849632486
medqa,sequential,role,257,c,c,1,42,3,10,127.46719518592981,510.2457283688925,4.180126978658438,127.56143209222313
medqa,sequential,role,258,c,None,0,42,9,10,142.03774202199315,568.6357859739238,3.3786324292243024,142.15894649348095
medqa,sequential,role,259,b,None,0,42,3,10,146.75484837931205,587.6536225115245,6.719425473243764,146.91340562788113
medqa,sequential,role,260,c,a,0,42,2,10,171.86283877114008,687.6503313301564,3.031041348362579,171.9125828325391
medqa,sequential,role,261,b,None,0,42,10,10,121.61240057477296,487.0117036886824,2.620761129634431,121.7529259221706
medqa,sequential,role,262,a,None,0,42,9,10,160.45285545754555,642.5111161790371,3.8110516767245795,160.62777904475928
medqa,sequential,role,263,d,b,0,42,4,10,129.8532010616339,520.1939482374787,5.346828762547188,130.04848705936968
medqa,sequential,role,264,b,None,0,42,9,10,146.98485635072146,588.1767737825096,4.892445024657602,147.0441934456274
medqa,sequential,role,265,d,c,0,42,3,10,146.5812610554345,586.9292200739569,3.589554070039512,146.73230501848923
medqa,sequential,role,266,a,d,0,42,4,10,146.6011347714698,587.0275582214824,4.255204130110475,146.7568895553706
medqa,sequential,role,267,a,d,0,42,5,10,106.15758195956589,426.63144056645723,7.476043361079026,106.65786014161431
medqa,sequential,role,268,c,c,1,42,5,10,131.60903798646137,527.8372825223931,5.733018734336651,131.95932063059828
medqa,sequential,role,269,d,d,1,42,3,10,171.56123030182872,686.8405311050759,3.777049146529054,171.71013277626898
medqa,sequential,role,270,a,a,1,42,1,10,139.83202875976517,560.6280760192378,4.506832407949205,140.15701900480946
medqa,sequential,role,271,c,a,0,42,6,10,156.88272659877973,627.9878555597077,3.4762715722739395,156.99696388992692
medqa,sequential,role,272,b,b,1,42,8,10,113.82332080880003,456.20452927860197,7.919852425320663,114.05113231965049
medqa,sequential,role,273,a,None,0,42,6,10,118.78261570703894,475.84196143328063,4.1934362550216555,118.96049035832016
medqa,sequential,role,274,b,None,0,42,4,10,140.1521829213571,561.0864596162937,5.793371182497237,140.27161490407343
medqa,sequential,role,275,b,a,0,42,1,10,161.12172702972305,644.9271858520846,3.463317629501396,161.23179646302114
medqa,sequential,role,276,c,c,1,42,8,10,114.31218833029493,459.77567299524367,7.5197314506788855,114.94391824881092
medqa,sequential,role,277,b,None,0,42,8,10,143.0492650191596,573.3030677097245,5.160119376206801,143.32576692743112
medqa,sequential,role,278,d,None,0,42,10,10,132.23120183891663,529.4153093261974,3.298384462614665,132.35382733154935
medqa,sequential,role,279,a,b,0,42,4,10,159.47939294224452,638.6231906532691,4.627691910769533,159.6557976633173
medqa,sequential,role,280,a,c,0,42,2,10,143.77444995315156,576.2388125744682,4.541530318004347,144.05970314361704
medqa,sequential,role,281,a,a,1,42,7,10,108.71795179424338,435.92286148079563,6.231969826040806,108.98071537019891
medqa,sequential,role,282,b,c,0,42,7,10,140.95002848750397,564.1044119280874,4.487786902827387,141.02610298202185
medqa,sequential,role,283,c,d,0,42,1,10,109.6426015791683,439.65016134505714,5.657522607596263,109.91254033626429
medqa,sequential,role,284,b,a,0,42,6,10,131.33465281195,526.31528117133,4.966356977106369,131.5788202928325
medqa,sequential,role,285,d,d,1,42,6,10,134.52599275013162,538.8959178253567,4.006222915309695,134.72397945633918
medqa,sequential,role,286,a,None,0,42,7,10,142.80039233286357,571.6473218897826,3.046204340785149,142.91183047244564
medqa,sequential,role,287,a,c,0,42,4,10,143.00673698663925,572.7120336385154,5.299818541368104,143.17800840962886
medqa,sequential,role,288,c,d,0,42,3,10,113.90324040606818,457.3148453362738,8.35283809757159,114.32871133406844
medqa,sequential,role,289,b,b,1,42,8,10,110.3137129958355,442.5658796148118,4.837405011416445,110.64146990370295
medqa,sequential,role,290,c,c,1,42,8,10,126.64311852155569,507.76558565401416,7.337715250970915,126.94139641350354
medqa,sequential,role,291,a,a,1,42,6,10,125.72201982022692,504.09338373981683,7.316990563031165,126.02334593495421
medqa,sequential,role,292,a,b,0,42,3,10,129.57261343642892,519.1512086482007,5.274226713006341,129.78780216205018
medqa,sequential,role,293,c,None,0,42,5,10,128.55973631581975,515.6684946923513,7.895548973230038,128.91712367308781
medqa,sequential,role,294,a,d,0,42,7,10,134.66376742548465,539.319258323789,5.286205285207769,134.82981458094724
medqa,sequential,role,295,c,b,0,42,2,10,142.5070764584956,570.715352029006,4.872893143328318,142.6788380072515
medqa,sequential,role,296,b,b,1,42,4,10,126.34344767553549,506.74120151316754,9.840776627228573,126.68530037829188
medqa,sequential,role,297,a,None,0,42,1,10,136.90754690813193,548.1869231593396,5.54157915757961,137.0467307898349
medqa,sequential,role,298,c,d,0,42,4,10,123.54705721173957,495.48672362810987,9.112114121083483,123.87168090702747
medqa,sequential,role,299,d,None,0,42,9,10,153.98489936062194,616.8183957469262,6.502331356081597,154.20459893673154
